Wall time,Step,Value
1678191541.449288,103671,0.0
1678191547.911219,103910,0.0
1678191559.069658,104300,0.0
1678191568.103572,104682,0.0
1678191575.244591,104885,0.0
1678191588.367124,105604,0.0
1678191591.204183,105703,0.0
1678191605.906284,106446,0.0
1678191609.690271,106553,0.0
1678191612.080814,106641,0.0
1678191619.312324,106889,0.0
1678191627.873344,107167,0.0
1678191633.315063,107472,0.0
1678191635.21021,107536,0.0
1678191637.625152,107629,0.0
1678191638.587048,107639,0.0
1678191639.477375,107651,0.0
1678191654.270603,108193,0.0
1678191657.157126,108271,0.0
1678191659.726856,108364,0.0
1678191663.725882,108505,0.0
1678191667.019041,108836,0.0
1678191672.679117,109009,0.0
1678191679.024722,109269,0.0
1678191694.056088,110231,0.0
1678191697.626277,110346,0.0
1678191707.514513,111154,0.0
1678191709.323588,111234,0.0
1678191715.436368,111616,0.0
1678191719.333388,111674,0.0
1678191722.530495,111792,0.0
1678191730.329295,112384,0.0
1678191732.272245,112434,0.0
1678191776.869543,112559,0.0
1678191778.128632,112623,0.0
1678191780.55861,112724,0.0
1678191784.883595,112922,0.0
1678191788.059246,113003,0.0
1678191793.52503,113156,0.0
1678191798.343599,113218,0.0
1678191801.1039,113322,0.0
1678191806.102252,113689,0.0
1678191807.299125,113750,0.0
1678191810.715817,114021,0.0
1678191818.737729,115021,0.0
1678191819.8481,115032,0.0
1678191822.301735,115157,0.0
1678191824.218237,115319,0.0
1678191825.892741,115334,0.0
1678191826.922838,115388,0.0
1678191828.293282,115470,0.0
1678191835.311665,115815,0.0
1678191839.778815,115950,0.0
1678191841.57065,115978,0.0
1678191857.125778,116858,0.0
1678191859.172848,116969,0.0
1678191868.461033,117730,0.0
1678191869.506185,117769,0.0
1678191874.391927,118016,0.0
1678191878.047199,118187,0.0
1678191881.30148,118273,0.0
1678191882.773717,118288,0.0
1678191884.628701,118303,0.0
1678191885.677944,118315,0.0
1678191888.303536,118572,0.0
1678191893.491507,119096,0.0
1678191917.786917,120164,0.0
1678191999.842918,121177,0.0
1678192009.458551,121564,0.0
1678192011.349509,121608,0.0
1678192012.348248,121617,0.0
1678192016.838994,121700,0.0
1678192034.619416,122156,0.0
1678192036.478804,122196,0.0
1678192065.958238,123134,0.0
1678192079.44279,123572,0.0
1678192081.021151,123606,0.0
1678192088.204307,123869,0.0
1678192091.55991,123950,0.0
1678192104.073962,124406,0.0
1678192105.194853,124413,0.0
1678192111.510434,124574,0.0
1678192114.926897,124657,0.0
1678192128.591853,125143,0.0
1678192130.624163,125202,0.0
1678192151.908231,125889,0.0
1678192160.195076,126126,0.0
1678192172.465577,126634,0.0
1678192179.883921,126871,0.0
1678192185.51235,127087,0.0
1678192196.213773,127435,0.0
1678192199.826794,127554,0.0
1678192243.736002,129004,0.0
1678192246.087934,129021,0.0
1678192251.546668,129124,0.0
1678192256.961386,129291,0.0
1678192262.244803,129411,0.0
1678192315.420672,129465,0.0
1678192317.658555,129524,0.0
1678192325.182821,129746,0.0
1678192326.110468,129753,0.0
1678192342.294704,130263,0.0
1678192343.802917,130286,0.0
1678192347.439507,130361,0.0
1678192349.70721,130410,0.0
1678192364.329642,130757,0.0
1678192368.979322,130918,0.0
1678192371.336777,130948,0.0
1678192385.413385,131313,0.0
1678192393.9422,131600,0.0
1678192395.337068,131616,0.0
1678192399.391794,131752,0.0
1678192412.847862,132022,0.0
1678192423.908266,132391,0.0
1678192437.425212,132887,0.0
1678192453.761853,133434,0.0
1678192467.802755,133912,0.0
1678192486.703989,134692,0.0
1678192494.554428,134838,0.0
1678192500.425085,135001,0.0
1678192505.577585,135164,0.0
1678192509.268758,135249,0.0
1678192511.302305,135303,0.0
1678192552.426264,136688,0.0
1678192554.470473,136743,0.0
1678192559.884061,136869,0.0
1678192571.260947,137177,0.0
1678192600.697078,138298,0.0
1678192612.653962,138699,0.0
1678192618.476339,138896,0.0
1678192685.409154,139190,0.0
1678192693.583004,139420,0.0
1678192700.761134,139620,0.0
1678192713.059647,140120,0.0
1678192714.169146,140130,0.0
1678192725.545086,140572,0.0
1678192745.81373,141282,0.0
1678192748.68457,141333,0.0
1678192763.546217,141898,0.0
1678192787.539222,142653,0.0
1678192801.815618,143090,0.0
1678192804.992019,143149,0.0
1678192821.984095,143617,0.0
1678192829.67404,143901,0.0
1678192831.673799,143950,0.0
1678192843.199694,144450,0.0
1678192844.434613,144459,0.0
1678192863.375999,145116,0.0
1678192877.441779,145635,0.0
1678192902.474338,146333,0.0
1678192905.835147,146394,0.0
1678192911.288547,146552,0.0
1678192914.601513,146616,0.0
1678192921.160124,146778,0.0
1678192927.884084,146989,0.0
1678192932.556238,147112,0.0
1678192937.045842,147268,0.0
1678192946.18681,147635,0.0
1678192952.106978,147720,1.0
1678192955.037747,147808,1.0
1678192975.002917,148451,1.0
1678192981.419066,149240,1.0
1678192999.82654,149944,1.0
1678193011.911688,150443,1.0
1678193013.576208,150480,1.0
1678193031.873119,151133,1.0
1678193117.908522,151948,1.0
1678193144.617373,152976,1.0
1678193145.804792,152994,1.0
1678193146.801561,153002,1.0
1678193166.782495,153735,1.0
1678193180.02905,154277,1.0
1678193183.518819,154356,1.0
1678193195.019007,154856,1.0
1678193206.795614,155295,1.0
1678193236.780409,156403,1.0
1678193243.466483,156614,1.0
1678193248.402228,156791,1.0
1678193261.166381,157226,1.0
1678193263.643847,157293,1.0
1678193267.695697,157388,1.0
1678193270.035665,157451,1.0
1678193285.70715,157989,1.0
1678193299.926457,158541,1.0
1678193304.079314,158632,1.0
1678193310.249158,158809,1.0
1678193332.625161,159654,1.0
1678193340.644769,159886,1.0
1678193341.598049,159895,1.0
1678193344.199736,159967,1.0
1678193370.900119,160775,1.0
1678193392.437079,161602,1.0
1678193399.836063,161796,1.0
1678193416.016746,162258,1.0
1678193418.965277,162299,1.0
1678193422.712036,162437,1.0
1678193425.671131,162537,1.0
1678193449.641602,163456,1.0
1678193464.604856,164027,1.0
1678193471.07626,164260,1.0
1678193474.412338,164303,1.0
1678193498.931734,165261,1.0
1678193511.680547,165761,1.0
1678193591.43175,166107,1.0
1678193623.854757,167225,1.0
1678193629.432253,167425,1.0
1678193642.028779,167925,1.0
1678193680.206787,169266,1.0
1678193687.413866,169404,1.0
1678193708.296635,170098,1.0
1678193711.748853,170175,1.0
1678193717.573996,170275,1.0
1678193744.406226,171349,1.0
1678193778.135142,172518,1.0
1678193788.511107,172746,1.0
1678193794.788447,172964,1.0
1678193806.115405,173374,1.0
1678193806.957685,173382,1.0
1678193808.392768,173411,1.0
1678193809.32758,173419,1.0
1678193813.215913,173569,1.0
1678193818.248182,173684,1.0
1678193820.483904,173750,1.0
1678193834.730993,174227,1.0
1678193835.961377,174234,1.0
1678193884.411898,176124,1.0
1678193901.899363,176775,1.0
1678193933.615753,178027,1.0
1678193943.288076,178417,1.0
1678193944.310762,178426,1.0
1678193960.749422,178940,1.0
1678193985.397718,179854,1.0
1678194028.190287,181502,1.0
1678194041.651705,181917,1.0
1678194130.878447,182433,1.0
1678194131.91439,182441,1.0
1678194143.509444,182882,1.0
1678194149.530465,182993,1.0
1678194179.234182,184064,1.0
1678194205.871009,185023,1.0
1678194222.778878,185537,1.0
1678194230.2897,185781,1.0
1678194234.146498,185842,1.0
1678194244.268234,186232,1.0
1678194249.579792,186395,1.0
1678194286.56409,187724,1.0
1678194345.780219,189849,1.0
1678194364.023469,190544,1.0
1678194414.966042,192477,1.0
1678194464.776835,194290,1.0
1678194479.482655,194756,1.0
1678194480.551498,194770,1.0
1678194487.682478,195033,1.0
1678194489.476179,195071,1.0
1678194494.432321,195259,1.0
1678194548.269616,197448,1.0
1678194550.847383,197498,1.0
1678194586.57756,198872,1.0
1678194625.523078,200399,1.0
1678194652.928051,201429,1.0
1678194676.731673,202300,1.0
1678194789.601163,203419,1.0
1678194915.841097,208078,1.0
1678194935.163429,208807,1.0
1678194975.091225,210197,1.0
1678195017.462469,211878,1.0
1678195019.634199,211898,1.0
1678195032.026501,212398,1.0
1678195032.956632,212405,1.0
1678195044.868815,212898,1.0
1678195094.6715,214795,1.0
1678195098.509302,214893,1.0
1678195125.251991,215998,1.0
1678195140.328,216562,1.0
1678195153.467378,217062,1.0
1678195177.652112,218062,1.0
1678195178.779714,218070,1.0
1678195261.150608,221371,1.0
1678195273.490381,221871,1.0
1678195298.238761,222805,1.0
1678195373.823686,226046,1.0
1678195414.529883,227784,1.0
1678195440.706558,228805,1.0
1678195474.919859,230151,1.0
1678195602.502401,231584,1.0
1678195604.723579,231655,1.0
1678195639.552563,233130,1.0
1678195718.353699,236393,1.0
1678195728.827725,236794,1.0
1678195741.691927,237294,1.0
1678195745.304705,237379,1.0
1678195764.056976,238123,1.0
1678195765.744813,238130,1.0
1678195855.081875,241569,1.0
1678195877.669938,242339,1.0
1678195897.665981,243256,2.0
1678195909.363208,243756,2.0
1678195929.61495,244539,2.0
1678195979.18598,246411,2.0
1678196003.267969,247422,2.0
1678196015.74395,247922,2.0
1678196028.762397,248422,2.0
1678196085.662391,250507,2.0
1678196115.622168,251654,2.0
1678196127.422285,252154,2.0
1678196151.319364,253154,2.0
1678196169.959113,253869,2.0
1678196171.737138,253922,2.0
1678196172.787312,253930,2.0
1678196189.594432,254492,2.0
1678196207.267166,255158,2.0
1678196255.6275,257166,2.0
1678196352.362732,261062,2.0
1678196474.841442,261562,2.0
1678196477.647382,261645,2.0
1678196521.540168,263352,2.0
1678196533.568271,263852,2.0
1678196535.634593,263907,2.0
1678196610.772615,266828,2.0
1678196770.779936,273252,2.0
1678196819.939683,275169,2.0
1678196860.092878,276721,2.0
1678196886.726739,277721,2.0
1678196922.776614,279221,2.0
1678196935.974079,279721,2.0
1678196988.781929,281735,2.0
1678197001.441428,282235,2.0
1678197035.47183,283525,2.0
1678197060.747915,284533,2.0
1678197079.056223,285210,2.0
1678197145.474715,287747,2.0
1678197195.364294,289738,2.0
1678197233.128997,291245,2.0
1678197272.646278,292829,2.0
1678197287.934868,293383,2.0
1678197312.310881,294383,2.0
1678197365.957187,296453,2.0
1678197368.240398,296515,2.0
1678197377.408773,296892,2.0
1678197389.299402,297392,2.0
1678197434.151573,299102,2.0
1678197447.553317,299602,2.0
1678197460.359936,300102,2.0
1678197644.037529,302596,2.0
1678197649.811443,302774,2.0
1678197677.805786,303958,2.0
1678197703.899811,304958,2.0
1678197716.422588,305458,2.0
1678197721.912921,305851,2.0
1678197726.085109,305995,2.0
1678197772.82383,307692,2.0
1678197786.459947,308208,2.0
1678197788.674639,308262,2.0
1678197790.609162,308312,2.0
1678197792.826095,308381,2.0
1678197827.921694,309895,2.0
1678197862.619618,311606,3.0
1678197867.530574,311851,3.0
1678197887.075351,312702,3.0
1678197890.2308,312773,3.0
1678197947.741818,315113,3.0
1678197966.745125,316015,3.0
1678197970.29412,316212,4.0
1678198011.695756,318189,6.0
1678198048.717434,319925,6.0
1678198065.318812,320665,6.0
1678198072.052661,320900,7.0
1678198094.775474,322078,7.0
1678198096.921676,322130,7.0
1678198101.402874,322496,8.0
1678198126.435519,323413,8.0
1678198136.687645,324208,8.0
1678198291.397787,325286,9.0
1678198314.005437,326242,9.0
1678198329.486515,326938,9.0
1678198353.861222,328090,9.0
1678198360.040139,328372,9.0
1678198405.320985,330253,9.0
1678198429.485415,331289,10.0
1678198438.6494,331688,11.0
1678198440.64825,331736,11.0
1678198447.947065,332229,11.0
1678198449.854529,332274,11.0
1678198462.727897,333246,13.0
1678198481.731396,334013,13.0
1678198497.285043,334635,13.0
1678198530.806269,336342,14.0
1678198538.715357,336843,14.0
1678198542.051535,337043,14.0
1678198561.871093,338169,14.0
1678198592.057627,340233,16.0
1678198609.752453,341334,17.0
1678198614.880245,341779,17.0
1678198619.13317,342108,17.0
1678198635.254205,343068,18.0
1678198650.827183,343684,18.0
1678198690.755809,345440,18.0
1678198700.28471,345763,18.0
1678198702.264897,345814,18.0
1678198708.439634,346117,18.0
1678198716.201509,346563,19.0
1678198724.180419,347180,19.0
1678198741.265451,347815,19.0
1678198888.574267,348253,19.0
1678198899.018874,348983,19.0
1678198919.755739,350374,19.0
1678198921.852118,350432,19.0
1678198924.646697,350559,19.0
1678198944.557368,351323,19.0
1678198962.493035,352432,19.0
1678198992.794998,354059,20.0
1678198999.668996,354288,20.0
1678199056.009353,356366,21.0
1678199059.773586,356468,21.0
1678199070.074917,356829,21.0
1678199081.316268,357341,21.0
1678199090.995203,357754,22.0
1678199107.146068,358467,22.0
1678199113.441361,358671,22.0
1678199141.303557,359840,22.0
1678199155.38449,360351,23.0
1678199179.397897,361347,25.0
1678199200.074286,362134,27.0
1678199204.995551,362333,27.0
1678199212.022917,362621,27.0
1678199213.036767,362628,27.0
1678199218.350124,362822,28.0
1678199235.911896,363529,29.0
1678199239.561357,363636,29.0
1678199243.673031,363787,29.0
1678199287.421146,365444,31.0
1678199295.777097,365768,31.0
1678199307.024027,366211,32.0
1678199335.458358,367341,32.0
1678199343.092246,367669,32.0
1678199358.353643,368277,32.0
1678199660.334936,374379,34.0
1678199692.029313,375676,34.0
1678199693.897446,375722,34.0
1678199721.208427,376916,35.0
1678199727.817261,377168,35.0
1678199744.288931,377837,38.0
1678199765.123049,378621,39.0
1678199773.479565,378940,39.0
1678199797.136486,379840,39.0
1678199810.987105,380358,40.0
1678199831.44754,381109,42.0
1678199873.684064,382738,46.0
1678199879.287005,382952,47.0
1678199883.931056,383097,47.0
1678199940.825205,385193,49.0
1678199944.424028,385314,49.0
1678199954.36565,385675,49.0
1678199969.038936,386232,50.0
1678199996.662381,387294,53.0
1678200029.400388,388460,54.0
1678200041.786436,388960,54.0
1678200053.342621,389417,54.0
1678200063.387949,389796,56.0
1678200082.17003,390476,57.0
1678200241.812125,390727,57.0
1678200242.764768,390735,57.0
1678200249.824246,390986,57.0
1678200269.583751,391795,58.0
1678200278.732794,392146,59.0
1678200300.085366,393021,62.0
1678200303.849581,393146,63.0
1678200322.01915,393835,64.0
1678200324.157614,393902,64.0
1678200335.207243,394247,64.0
1678200338.682955,394367,64.0
1678200350.432796,394777,65.0
1678200354.306909,394910,65.0
1678200367.779842,395444,66.0
1678200397.463768,396608,70.0
1678200404.252381,396834,70.0
1678200418.023235,397351,72.0
1678200438.349797,398186,73.0
1678200462.755699,399091,78.0
1678200515.226344,401003,86.0
1678200527.131142,401440,88.0
1678200559.232417,402678,92.0
1678200592.051423,403864,95.0
1678200649.778027,406041,99.0
1678200655.232876,406187,99.0
1678200671.22235,406604,103.0
1678200865.783585,407330,106.0
1678200872.716328,407504,107.0
1678200878.36412,407640,109.0
1678200913.947867,408879,112.0
1678200921.138376,409094,112.0
1678200924.363727,409198,113.0
1678200930.972082,409373,115.0
1678200935.040838,409503,115.0
1678200981.771468,411198,119.0
1678200997.797766,411698,121.0
1678201012.403245,412282,121.0
1678201059.457872,413844,125.0
1678201068.403854,414035,127.0
1678201078.718458,414296,130.0
1678201086.71475,414546,132.0
1678201148.889098,416804,137.0
1678201162.821268,417213,137.0
1678201166.426642,417303,137.0
1678201189.432324,417979,142.0
1678201199.455993,418249,143.0
1678201235.909998,419305,148.0
1678201253.809104,419861,150.0
1678201259.453961,420044,151.0
1678201314.992106,421979,159.0
1678201534.445456,423434,163.0
1678201566.624568,424601,166.0
1678201569.809799,424695,167.0
1678201587.410818,425250,170.0
1678201604.214508,425710,172.0
1678201624.346708,426430,174.0
1678201656.584073,427556,176.0
1678201678.772151,428289,180.0
1678201685.754518,428508,182.0
1678201701.869679,429126,183.0
1678201753.031674,431054,185.0
1678201762.572158,431349,185.0
1678201766.27568,431463,186.0
1678201770.226614,431568,186.0
1678201781.571991,431971,186.0
1678201810.752097,433046,191.0
1678201837.781056,433903,194.0
1678201845.043596,434094,195.0
1678201892.475644,435795,201.0
1678201903.524617,436135,203.0
1678201909.99159,436318,204.0
1678201928.337295,436723,205.0
1678201959.315517,437717,208.0
1678201982.947768,438520,211.0
1678201989.936812,438735,213.0
1678201998.737195,439027,215.0
1678202000.894151,439067,216.0
1678202200.049299,439393,219.0
1678202203.322539,439483,220.0
1678202274.015416,441832,229.0
1678202296.658497,442729,232.0
1678202410.77113,447079,235.0
1678202436.847356,448063,237.0
1678202480.891303,449843,238.0
1678202487.237727,450043,238.0
1678202526.373601,451543,238.0
1678202551.367665,452543,238.0
1678202556.138843,452704,239.0
1678202598.193858,454368,243.0
1678202660.101523,456756,244.0
1678202730.733038,459376,247.0
1678202738.824812,459616,247.0
1678202751.800268,460116,247.0
1678202801.969535,462116,247.0
1678202846.037728,463753,248.0
1678202872.092636,464753,248.0
1678202897.634791,465748,249.0
1678202986.0878,469248,249.0
1678202997.930219,469748,249.0
1678203040.258505,471515,249.0
1678203088.114696,473515,249.0
1678203346.307275,475775,249.0
1678203358.133901,476275,249.0
1678203370.606352,476775,249.0
1678203406.56158,478152,249.0
1678203432.360356,479152,249.0
1678203443.156144,479570,250.0
1678203465.100789,480431,251.0
1678203485.946115,481195,251.0
1678203509.230944,482047,253.0
1678203545.21831,483376,255.0
1678203553.457891,483684,256.0
1678203556.556487,483769,257.0
1678203572.492995,484329,258.0
1678203580.516951,484551,260.0
1678203615.743438,485782,264.0
1678203626.303333,486147,265.0
1678203632.211802,486347,266.0
1678203666.586457,487506,271.0
1678203682.477548,488106,271.0
1678203691.325975,488291,274.0
1678203735.402483,489626,282.0
1678203772.28221,490614,286.0
1678203777.229434,490791,286.0
1678203786.696081,491074,286.0
1678203812.333457,491795,290.0
1678203820.440095,492011,292.0
1678203824.182089,492128,293.0
1678203849.136255,492963,296.0
1678203852.358519,493068,297.0
1678203854.845808,493134,298.0
1678203863.483422,493335,301.0
1678203869.793462,493551,302.0
1678203894.614691,494418,304.0
1678204125.255261,495208,308.0
1678204128.204223,495298,309.0
1678204134.651747,495461,311.0
1678204140.720299,495620,313.0
1678204147.988657,495826,314.0
1678204151.586091,495938,315.0
1678204190.847743,497047,322.0
1678204196.749639,497232,323.0
1678204204.793644,497502,324.0
1678204252.424967,499144,329.0
1678204254.449777,499184,330.0
1678204269.523151,499584,335.0
1678204271.709475,499635,336.0
1678204274.161152,499693,337.0
1678204277.856476,499766,337.0
1678204282.975981,499880,339.0
1678204285.432401,499929,340.0
1678204288.025228,500003,341.0
1678204297.370424,500251,342.0
1678204327.239587,500917,353.0
1678204342.585885,501214,359.0
1678204347.167701,501299,361.0
1678204372.805502,501934,369.0
1678204376.299483,502041,370.0
1678204384.50914,502345,371.0
1678204390.251237,502476,373.0
1678204421.914843,503398,379.0
1678204431.840249,503689,381.0
1678204436.194743,503788,383.0
1678204444.995202,503988,386.0
1678204450.419276,504111,386.0
1678204454.050067,504195,388.0
1678204709.627876,505312,394.0
1678204719.308443,505600,396.0
1678204725.076877,505734,398.0
1678204730.509342,505845,400.0
1678204735.085567,505914,400.0
1678204741.444423,506050,402.0
1678204744.039025,506101,403.0
1678204761.430229,506592,407.0
1678204763.153631,506614,407.0
1678204765.386541,506660,408.0
1678204778.774151,506980,413.0
1678204780.468097,507005,414.0
1678204786.392684,507149,416.0
1678204792.023412,507287,418.0
1678204795.259564,507372,419.0
1678204806.075241,507621,423.0
1678204807.802494,507641,424.0
1678204818.649304,507844,428.0
1678204820.479096,507864,429.0
1678204822.722937,507906,430.0
1678204825.445174,507968,431.0
1678204830.483498,508080,433.0
1678204832.668735,508110,434.0
1678204861.749367,508848,439.0
1678204863.875507,508875,440.0
1678204867.192381,508961,441.0
1678204887.201418,509534,446.0
1678204889.257095,509569,446.0
1678204908.972326,510224,449.0
1678204916.903606,510388,452.0
1678204924.81114,510552,454.0
1678204930.663746,510697,456.0
1678204936.630865,510833,458.0
1678204943.001875,510926,460.0
1678204945.749842,510983,461.0
1678204947.88538,511003,462.0
1678204964.25009,511362,466.0
1678204967.636228,511452,466.0
1678205241.140564,513035,476.0
1678205252.178944,513431,478.0
1678205284.133579,514432,485.0
1678205306.551839,515184,490.0
1678205309.997645,515316,491.0
1678205353.527908,516564,501.0
1678205356.305142,516631,502.0
1678205391.459063,517641,509.0
1678205399.883317,517865,511.0
1678205404.961876,517976,513.0
1678205413.949505,518248,516.0
1678205420.883313,518453,516.0
1678205423.127306,518497,517.0
1678205432.038276,518739,520.0
1678205442.297395,518990,524.0
1678205445.543779,519069,525.0
1678205457.754627,519281,530.0
1678205462.939437,519396,532.0
1678205468.523519,519550,534.0
1678205477.024412,519864,535.0
1678205489.576112,520153,539.0
1678205495.728816,520298,541.0
1678205503.302588,520473,544.0
1678205532.098707,521221,551.0
1678205537.267586,521333,553.0
1678205542.646022,521503,554.0
1678205555.032292,521916,555.0
1678205568.144632,522220,558.0
1678205574.005929,522368,559.0
1678205580.214106,522512,561.0
1678205585.796154,522637,562.0
1678205837.792627,522881,565.0
1678205849.524068,523183,567.0
1678205852.87287,523276,568.0
1678205872.873788,523794,575.0
1678205874.465768,523821,576.0
1678205877.845284,523882,578.0
1678205879.686855,523916,578.0
1678205887.878686,524049,580.0
1678205892.065326,524139,582.0
1678205894.808104,524198,583.0
1678205896.906347,524247,584.0
1678205903.684662,524432,585.0
1678205920.402797,524783,591.0
1678205929.640217,524967,595.0
1678205933.528416,525086,596.0
1678205973.880149,526002,609.0
1678205981.722471,526175,611.0
1678205992.38909,526458,613.0
1678206003.227649,526703,616.0
1678206014.285795,526962,620.0
1678206025.942159,527290,622.0
1678206028.047934,527327,623.0
1678206031.993749,527442,624.0
1678206048.898358,527803,627.0
1678206061.414449,528014,631.0
1678206063.928024,528065,631.0
1678206066.164926,528106,631.0
1678206080.832832,528551,635.0
1678206086.429765,528699,637.0
1678206088.571217,528737,638.0
1678206105.779092,529200,642.0
1678206357.048889,529385,644.0
1678206360.532934,529420,646.0
1678206363.17106,529470,647.0
1678206368.765505,529593,649.0
1678206371.430718,529658,650.0
1678206378.577163,529842,652.0
1678206385.183812,529956,655.0
1678206393.412534,530112,658.0
1678206420.116724,530806,663.0
1678206422.414277,530853,664.0
1678206440.334665,531382,668.0
